reportID,other_witnesses
40457,My sister and she said watch out. We both got very quiet because we were in shock.
47403,I alone on first encounter first day and my son and I on second day but he was on the ground. He didn't see it as I was trying my best to stay calm and not alert him.
28144,"Yes, three other witnesses."
42794,Myself and one friend. I'm not sure at this time if he would discuss it or not. I have not had contact with him for some time.
50965,No..
50967,
55224,Riding a small motorcycle
33638,"At that specific time, I was alone.  but my two daughters and I heard knocks all the time. I thought it was teenagers."
15347,none
40075,just me
12836,"Three witnesses, myself, my daughter and my brother."
50341,No
59073,No
57880,0
55144,no I was alone
15844,I was the only one
43148,me and my dog
37856,No
47249,"I am the only one that saw the animal run in front of the car, however my daughter was with me and knows the location.  We had been driving around town just to get out for awhile."
50502,i was alone
38295,No
24766,9-18 my stepson
57303,
29360,"One, my former fiancé, who was smoking and chatting with me just before."
71815,there were two others that observed the tracks. I was the only one that heard the noise.  they were helping me look for a stolen snowmobile.
44649,"Just me. I never told my friend I was with, thought he would think I was crazy."
33264,"2, My Husband and I."
10037,
29287,"One, a childhood friend I've since lost touch with.We had been playing in the woods, and on the tie pile."
12919,
47911,
42140,Just myself.
15895,No
3467,"Local residents and the Bullock-Smith duo apparently were engaged in mundane activities, such as driving."
19910,
26874,Pictures of the bare footprints
15119,0
4466,no
2458,Returned from the woods target shooting in an open field. The area we were in was west of the woods. We were firing in a north direction into a raised area south of a creek be
2459,We were just sitting and driving along the highway. I don't believe we were talking prior to seeing bigfoot.
65536,Me and my daughter.
49480,2 my wife and I. We both were asleep
35236,one
2461,Cooking a porksteak on a stick over my campfire.
2460,Setting up camp and getting ready to eat.
2475,
10284,"3, John, his wife, and son. They were fishing."
25454,"There five of us that night, only I will talk about."
23537,There were four of us camping
29032,"Yes. my friend. Sitting on the bench, which the owner, fished from along the river."
23734,Just myself
29386,"Yes, a woman, she heard the noises too."
292,Myself and my daughter.
2464,"I was standing in a tree stand motionless down wind from where the creature approached, also I was in camouflage except for a orange hat"
2462,Hunting Rabbits.
26587,I was the  only one who saw it the other kids were playing ball in the road in front of our house
6094,One - Gardening
10538,"Just one, but he did not stick around."
4635,My old roomate Darrell. We were watching a movie.  I think it was the prophecy.  Plus any nieghbors that heard it.
46063,Not really. My brother saw me right after it happened and I told him my story and he saw the fear in my face.
28453,"My dad, his fried and son."
28797,"My wife, Allison, she was fishing sitting at the front of the boat."
28803,just me
1696,"Hunting partner heard it as it ran through the woods after crossing the field, but did not see it."
3195,there were three of us but only two of us saw anything.Just standing there looking around like me.
1834,just me
13242,One
9642,
8438,3.  My son and two friends. They were coming home from school homecoming game and being over at a friend's house after it.
26939,Only myself
2076,"No physical witnesses to the incident itself, but my Brother, and my friend saw how scared I was after this happened. My brother said that I was pale and still crying the next day when he came home."
3233,just myself and my date we were riding around in my 4x4 enjoying the fall leaves
60871,My husband and I were both outside before he went to work he was smoking a cigarette before work and I had my dad come out and listen and kinda look around. But by the time my dad came out it had ran off.
28861,2 other witnesses my best friend and his dad they were both hunting side by side next to me
25658,"2 witnesses, only I am willing to discuss at this time, unfortunately."
354,
24815,I was alone-no other witnesses.
1440,3 we were fishing
21821,none
27274,The growl was me and my daughter she was making snow angels and I was knocking on a tree. Catfishing was me and my buddy on his boat.The rock stack was while me and a buddy kayaking.
44166,My wife was camping with me.
29891,"3 witnesses, myself and two sons."
2406,THREE
2468,"Myself 28, a brother-in-law 33, and our two 4 year olds (boy and girl) decided to take a nighttime hike to Wolf Cave which is about 3/4 mile from the family camping area of McCormicks Creek State Park. Our group hiked to the cave and briefly explored the mouth of the cave. The children wanted to go into the cave, but the dad's not being in the mood to crawl around in the dirt at night, decided no one would go far into the cave. We sat in the cave mouth talking for about ten minutes and then decided to hike back. About a tenth of a mile from the cave the moan was heard by the two fathers in the direction of behind us to the right. I initially heard the sound quite clearly but not wanting to alarm the children I said nothing. About two seconds after the noise my brother in law, a LT. in the US Army, asked me what the sound was. I replied ""I don't know"". We then heard a dog bark farther away and some short deep noises in the vicinity of the first moan. He then asked me if I thought the sound was made by an animail and I again replied ""I don't know"". About 10 steps later I suggested we put children on our shoulders and ""make some time"". He agreed. No further sounds were heard."
25240,my partner. He was putting wood on the fire and asked me why I kept turning around and looking over towards the garage
19588,MyselfHusband talking in the van Our child in the back seat was asleep
25189,"None, My wife and I"
25237,None.
25869,My girlfriend Tabatha
24862,no
49467,no
6534,No.  No one else saw it.
1786,my friend Mike.
38309,"No witness, but prior to the day my dog had been barking into the night uncontrollably and would refuse to come in. He does not do that."
27976,Three witnesses We were searchinf for a 4 week old kitten.
2472,Just myself. I also have a friend who saw the same creature about the same time that year in a nearby woods
2473,"Cookout, then seeking out the creature"
1790,none
15374,"4 witness, we were trying to replace a broken chain on a dirtbike."
14336,
65589,My Fiance and I. We were hiking the trail.
14845,"several over the years, grandmother who is now in nursing home with alzheimers my mother, my uncle my dad doesn't talk much so i'm not sure what experience he's had. I only heard the one howl, but my sister has heard it many times."
10678,"No other witnesses, I was only going out to the car to fetch something."
